duplicate_group,image_name,dog_id,duplicate_type
10,gO5e4wDlTpSBMkBADWucyQAAACMAARED.jpg,5778,SAME_DOG_ID
10,hL3x2UFYTb-fOuBIwUKJMAAAACMAARED.jpg,5778,SAME_DOG_ID
10,imqELfCBQ0anyzmOWFa77wAAACMAARAD.jpg,5778,SAME_DOG_ID
10,KtjlPeKCRb-0vismjLY7MgAAACMAARED.jpg,5778,SAME_DOG_ID
11,4izpQY_ORsWeQ-ha7MGRFgAAACMAARAD.jpg,88,SAME_DOG_ID
11,J3HIb9m0Tr29yxmuQ2xGoAAAACMAARAD.jpg,88,SAME_DOG_ID
12,5hf0-w5vSOKIy7eIDvTvRwAAACMAARED.jpg,97,SAME_DOG_ID
12,bOapbbGVSLeCKkXGt3S4yQAAACMAARAD.jpg,97,SAME_DOG_ID
13,6g8v5a03RwKTmcG_80RgNwAAACMAARED.jpg,5971,SAME_DOG_ID
13,T9sfxIkpSdiBNdMd91kAeAAAACMAARAD.jpg,5971,SAME_DOG_ID
14,6s3CzzcWR7yJ4ZK5RxzmqgAAACMAARED.jpg,2955,SAME_DOG_ID
14,JzhtQbfUSneL-VFIa9y22QAAACMAARED.jpg,2955,SAME_DOG_ID
14,oVeCXNVPRdqv9rqRpqge6AAAACMAARED.jpg,2955,SAME_DOG_ID
15,6zkjsZK8S5CmhotEcSCHOQAAACMAARED.jpg,5060,SAME_DOG_ID
15,a9aVemGMT6iiLdH-eCZmggAAACMAARAD.jpg,5060,SAME_DOG_ID
16,79TX8q5RR_OzcEWDiZfrvAAAACMAARED.jpg,118,SAME_DOG_ID
16,dPN9I7M_RRK5o__siqgkgwAAACMAARAD.jpg,118,SAME_DOG_ID
17,7oV5gbU5R8GoYVjxUlOyywAAACMAARAD.jpg,4502,SAME_DOG_ID
17,JdEbv0vpRiCIJpO0ubBt9wAAACMAARAD.jpg,4502,SAME_DOG_ID
18,7Poe-L_WTD-M5dr41OZcIAAAACMAARED.jpg,4913,SAME_DOG_ID
18,8Gm298Y0Q42vWv2-5d39XwAAACMAARED.jpg,4913,SAME_DOG_ID
18,XzybwRBMQFeJifMo7lCyXgAAACMAARAD.jpg,4913,SAME_DOG_ID
19,7vXkRRmwS_emXKpX_tTrrAAAACMAARED.jpg,125,SAME_DOG_ID
19,_7VVMA26Rb-o5JZdBOQGeQAAACMAARAD.jpg,125,SAME_DOG_ID
20,87Ud4sAjRnikKgOBK4lZ0AAAACMAARED.jpg,5649,SAME_DOG_ID
20,_j4Fy_LZRVOy7heP3qZFtwAAACMAARED.jpg,5649,SAME_DOG_ID
21,8xm2ittOQq6lNOdTu_JlSAAAACMAARED.jpg,3182,SAME_DOG_ID
21,KgU0A4jqRpWvW7vEMlX4fAAAACMAARED.jpg,3182,SAME_DOG_ID
21,q22bTyI1Sc6SSM5za2drFwAAACMAARAD.jpg,3182,SAME_DOG_ID
22,8Z2z5ibGRvqdwbHKL-AZNAAAACMAARAD.jpg,4097,SAME_DOG_ID
22,pNPJPCS_Rzy9I0o4uYgpvQAAACMAARED.jpg,4097,SAME_DOG_ID
23,9EtIyANfQc61eEfskXaVGQAAACMAARED.jpg,5824,SAME_DOG_ID
23,a_y5GjiXSBqOEP8KG75kswAAACMAARED.jpg,5824,SAME_DOG_ID
24,AJAf_1nnRVeOUlb7tp-5GAAAACMAARED.jpg,1460,SAME_DOG_ID
24,dvvTH-NvR3qO2QCA2y2R6gAAACMAARAD.jpg,1460,SAME_DOG_ID
25,ALIbTbFCQgOFFOSMOyt0QwAAACMAARED.jpg,1461,SAME_DOG_ID
25,sPZASvyQShKhTzSOSJCIygAAACMAARAD.jpg,1461,SAME_DOG_ID
26,BaI01fTrTVCU5SdupY6g8AAAACMAARAD.jpg,3209,SAME_DOG_ID
26,BGw28a5PRVeirGp6bQKeKQAAACMAARED.jpg,3209,SAME_DOG_ID
27,BBlM4d5fRoGEQ0WGaxbUXQAAACMAARAD.jpg,3888,SAME_DOG_ID
27,lBhkEVh_Scy3QNuwx0tSigAAACMAARED.jpg,3888,SAME_DOG_ID
28,BieKW3AnT7yzHj1qpyQpNwAAACMAARAD.jpg,5631,SAME_DOG_ID
28,iXA77hbXRxmp6xoyhGjMqAAAACMAARED.jpg,5631,SAME_DOG_ID
29,Bn8w5NUwQdSCPSROnSgbggAAACMAARAD.jpg,5342,SAME_DOG_ID
29,LZ-uAe9kTJi90H16XgPwxwAAACMAARED.jpg,5342,SAME_DOG_ID
29,Os7PaLOmSuSeOW9xz-NGsgAAACMAARED.jpg,5342,SAME_DOG_ID
30,Buo77H_hQUOkyHmz8otyQAAAACMAARED.jpg,1806,SAME_DOG_ID
30,SVawHX_sScis7EtB_zm9WgAAACMAARAD.jpg,1806,SAME_DOG_ID
31,C8TazVwiSM-CR0ZKZ8Am6AAAACMAARED.jpg,1475,SAME_DOG_ID
31,qpALDgiKR6mSmC54y4dfEgAAACMAARAD.jpg,1475,SAME_DOG_ID
32,c9vEZwXtRyO1Dr4tu5XrvQAAACMAARAD.jpg,71,SAME_DOG_ID
32,Q-sE2K2bSY6l-K5cdnLP-gAAACMAARED.jpg,71,SAME_DOG_ID
33,CD-mQD7yTP-C2_F5xSVBdAAAACMAARAD.jpg,3400,SAME_DOG_ID
33,ZZNAIg3MQya3ti4yX_sg7gAAACMAARED.jpg,3400,SAME_DOG_ID
34,crnZHu4lQMmj6VWzCaw6TgAAACMAARAD.jpg,5649,SAME_DOG_ID
34,NYbUe8k4QKa9GWHArdbD3AAAACMAARED.jpg,5649,SAME_DOG_ID
35,dLbF22WJR8aK1EOOKz2xGQAAACMAARAD.jpg,1517,SAME_DOG_ID
35,HbtKFpPWRw-VvKoFEPqBjgAAACMAARAD.jpg,1517,SAME_DOG_ID
36,EIpoK14ATmCiS-H_pM6kvAAAACMAARAD.jpg,5704,SAME_DOG_ID
36,Sz6t1kxuSjqrB9PpBED6oAAAACMAARED.jpg,5704,SAME_DOG_ID
37,erhtrm-lToaheyIvOkugqwAAACMAARED.jpg,2276,SAME_DOG_ID
37,xg0VNA2xSJSKhWxdGGc3RwAAACMAARAD.jpg,2276,SAME_DOG_ID
38,FmfSp7Y_T-OpV9DjoG2YDwAAACMAARED.jpg,4679,SAME_DOG_ID
38,Ki9JjXNzRaejgqrp7aixhgAAACMAARAD.jpg,4679,SAME_DOG_ID
39,FtITz9-lQUipSiULnONSXQAAACMAARED.jpg,1503,SAME_DOG_ID
39,wTa63xfNQxG8sEiMjkMamAAAACMAARED.jpg,1503,SAME_DOG_ID
40,fxGWaZccRP-nm-PKf2oTJAAAACMAARED.jpg,1750,SAME_DOG_ID
40,ow09v0fySYGxX27yWn6X-AAAACMAARED.jpg,1750,SAME_DOG_ID
41,GAhJFW-TRdWLk4Cu6ZsjVQAAACMAARED.jpg,1506,SAME_DOG_ID
41,i1hVUvMGSEyEI1QmEGTk9gAAACMAARAD.jpg,1506,SAME_DOG_ID
42,Ga_yKGGVQTa2MvO9QE76UQAAACMAARED.jpg,4357,SAME_DOG_ID
42,ZEM8gMSORZWgiQCRP806FQAAACMAARAD.jpg,4357,SAME_DOG_ID
43,Geg-rKvHTCCvl001CCNa5QAAACMAARAD.jpg,5043,SAME_DOG_ID
43,oF4FwuIYSQarJkheKg4RfAAAACMAARED.jpg,5043,SAME_DOG_ID
44,Gp69dCBDRDu-I50vjuqsrwAAACMAARED.jpg,5390,SAME_DOG_ID
44,RDMhNE-ZTh2ntgFSQwBcxQAAACMAARED.jpg,5390,SAME_DOG_ID
44,wva7S2g0SGiCZvJmX2NabgAAACMAARAD.jpg,5390,SAME_DOG_ID
45,gPLUd4xsT5e_MQaftylzdwAAACMAARED.jpg,3981,SAME_DOG_ID
45,uTizheh6T7uUGsHN08RqBgAAACMAARAD.jpg,3981,SAME_DOG_ID
46,gvjqEucCSaiVbyZjVkmt9AAAACMAARED.jpg,1554,SAME_DOG_ID
46,NbbT5FFdRiCtects9W1lcwAAACMAARAD.jpg,1554,SAME_DOG_ID
47,hZROOrdCSqGp_swMeWgdkwAAACMAARAD.jpg,4702,SAME_DOG_ID
47,R5CTF4MATnKFeI6K2LaQXAAAACMAARED.jpg,4702,SAME_DOG_ID
48,IC1uwshuSxediKm1-kTg5AAAACMAARAD.jpg,3897,SAME_DOG_ID
48,zENs_AgTSpm5Q3bXhRK7tgAAACMAARED.jpg,3897,SAME_DOG_ID
49,JFv4UXpRRaKtzSKP2kc8EAAAACMAARED.jpg,5582,SAME_DOG_ID
49,QvcLbsDpSvKcLiWGzlaEsAAAACMAARED.jpg,5582,SAME_DOG_ID
49,Rgvr6lyiRqWVL8JieIh8kAAAACMAARAD.jpg,5582,SAME_DOG_ID
50,jObjxdD7Te6MIp8q54e2-AAAACMAARED.jpg,2381,SAME_DOG_ID
50,t4_BdYKxQw6C8K2YMlqrGwAAACMAARAD.jpg,2381,SAME_DOG_ID
51,jpAIuBDaSOChMZLptFGYhwAAACMAARED.jpg,2319,SAME_DOG_ID
51,W-Jv6btXSNeNfMtJh80YHAAAACMAARAD.jpg,2319,SAME_DOG_ID
52,KhyQCK33SOqv3kZbY13vpAAAACMAARED.jpg,2727,SAME_DOG_ID
52,UatO2FYqS3Wd1qEZ4z8e1QAAACMAARED.jpg,2727,SAME_DOG_ID
52,ZKQy-axSSdGKJKfd4iSKIAAAACMAARED.jpg,2727,SAME_DOG_ID
53,KybL_cK9QeWRMEd780Uy_gAAACMAARED.jpg,3543,SAME_DOG_ID
53,N3aGcFZ5Tt6UdUFS7gxTOwAAACMAARAD.jpg,3543,SAME_DOG_ID
54,L-B-MGhURF6i1ZAZUFdMbwAAACMAARED.jpg,3226,SAME_DOG_ID
54,Tr71W4hAR4Cq0ok6VU9e_AAAACMAARED.jpg,3226,SAME_DOG_ID
54,Uj1jzK7_TIGWhGgt7lZWoAAAACMAARED.jpg,3226,SAME_DOG_ID
55,ltm-g4XsRROuNbdmTlPZlgAAACMAARAD.jpg,3981,SAME_DOG_ID
55,p1SUI3gGSwaAsfKaUhJsuQAAACMAARED.jpg,3981,SAME_DOG_ID
56,MylHboYQRtexxAZq84JHbAAAACMAARAD.jpg,3190,SAME_DOG_ID
56,ucDE8m-VQ9mGhKddl3OXCwAAACMAARED.jpg,3190,SAME_DOG_ID
57,Nw0bGokPTOe7Hhg_2q8cHwAAACMAARAD.jpg,5631,SAME_DOG_ID
57,PZsDikb1SfKGwli6OvdsrQAAACMAARED.jpg,5631,SAME_DOG_ID
58,O-K6M2cFRiykae-6m-gFfwAAACMAARED.jpg,1806,SAME_DOG_ID
58,q7NZTbKzRFiLi1v1vuLYUAAAACMAARAD.jpg,1806,SAME_DOG_ID
59,O1CN010NwVvS1YUtjlWAYhm_!!0-mtopupload.jpg,5538,SAME_DOG_ID
59,O1CN01zjRFNX1N8wyvRIbwS_!!0-mtopupload.jpg,5538,SAME_DOG_ID
60,O1CN0119GW5I1ImGucpzgit_!!0-mtopupload.jpg,1996,SAME_DOG_ID
60,O1CN01GvPYX61sttfv5SV8L_!!0-mtopupload.jpg,1996,SAME_DOG_ID
61,O1CN012OeVTZ1uVk0rNReOe_!!0-mtopupload.jpg,4816,SAME_DOG_ID
61,O1CN01TKGy8E1qXnKKUfJl7_!!0-mtopupload.jpg,4816,SAME_DOG_ID
62,O1CN012vE2Of1IkRQig1l9l_!!22690931-0-antinsbiocamera.jpg,2944,SAME_DOG_ID
62,O1CN01cCNdlH1IkRQYIH4MI_!!22690931-0-antinsbiocamera.jpg,2944,SAME_DOG_ID
63,O1CN013msaZ01Qpx0xfD1m8_!!0-mtopupload.jpg,4452,SAME_DOG_ID
63,O1CN01EKi6Pp1uvqaYabLWZ_!!0-mtopupload.jpg,4452,SAME_DOG_ID
64,O1CN014aLslq1ZtSauLUyCe_!!0-mtopupload.jpg,1884,SAME_DOG_ID
64,O1CN01KAh8IE1PBoh4k9CRH_!!0-mtopupload.jpg,1884,SAME_DOG_ID
65,O1CN016B7mot1SZa5oECoTj_!!0-mtopupload.jpg,5139,SAME_DOG_ID
65,O1CN01mABZlo1mhAydINR4l_!!0-mtopupload.jpg,5139,SAME_DOG_ID
66,O1CN01836YjA1LVH3bdxmkY_!!0-mtopupload.jpg,5129,SAME_DOG_ID
66,O1CN01k4Huql1oz9kx4WUuG_!!0-mtopupload.jpg,5129,SAME_DOG_ID
67,O1CN018y9zNy1b2RyzTX0bZ_!!0-mtopupload.jpg,5672,SAME_DOG_ID
67,O1CN01i3vtpY1iOA4ELUKNq_!!0-mtopupload.jpg,5672,SAME_DOG_ID
68,O1CN01A92BUE1Ck5JuvWoCb_!!0-mtopupload.jpg,2142,SAME_DOG_ID
68,O1CN01jQPpU81Ck5K45WBIC_!!0-mtopupload.jpg,2142,SAME_DOG_ID
69,O1CN01AN0DJR1YBChpiYNqb_!!0-mtopupload.jpg,3624,SAME_DOG_ID
69,O1CN01f5IDaK27k1MpBl0PF_!!0-mtopupload.jpg,3624,SAME_DOG_ID
70,O1CN01AncEon1YqQLyOUOR1_!!0-mtopupload.jpg,1597,SAME_DOG_ID
70,O1CN01hvzPU222C3v4s9ZdE_!!0-mtopupload.jpg,1597,SAME_DOG_ID
71,O1CN01aw25wm1sB0xWLZtNZ_!!6000000005727-0-antinsbiocamera.jpg,1603,SAME_DOG_ID
71,O1CN01DFFLrX1x62jrrMD61_!!6000000006393-0-antinsbiocamera.jpg,1603,SAME_DOG_ID
72,O1CN01BQ04Mc1ql4qAk6eKT_!!0-mtopupload.jpg,4905,SAME_DOG_ID
72,O1CN01DkpDGF1gbme2upTGm_!!0-mtopupload.jpg,4905,SAME_DOG_ID
73,O1CN01CWsiSs1FBE1cRSsMu_!!0-mtopupload.jpg,4980,SAME_DOG_ID
73,O1CN01JItBDh1FBE1cRQKDc_!!0-mtopupload.jpg,4980,SAME_DOG_ID
74,O1CN01dBgYxJ1JDIHJw0iOO_!!0-mtopupload.jpg,1623,SAME_DOG_ID
74,O1CN01JBnX3G1bUqXWiz6U0_!!0-mtopupload.jpg,1623,SAME_DOG_ID
75,O1CN01dg7rq51y7FIFRJMbu_!!0-mtopupload.jpg,1656,SAME_DOG_ID
75,O1CN01olAEIV1y7FICeDJMd_!!0-mtopupload.jpg,1656,SAME_DOG_ID
76,O1CN01dNp3hc1VXhPoDJevK_!!6000000002663-0-antinsbiocamera.jpg,2801,SAME_DOG_ID
76,O1CN01u0WqoE1Mw7zv2mnQQ_!!6000000001498-0-antinsbiocamera.jpg,2801,SAME_DOG_ID
77,O1CN01dSFdy51OTOH8boisE_!!0-mtopupload.jpg,2448,SAME_DOG_ID
77,O1CN01owlHlL1xyXljho0VH_!!0-mtopupload.jpg,2448,SAME_DOG_ID
78,O1CN01ELxeYw1qgUuLZosVJ_!!0-mtopupload.jpg,1607,SAME_DOG_ID
78,O1CN01nlWQ8924J3FgwdZoz_!!0-mtopupload.jpg,1607,SAME_DOG_ID
79,O1CN01FJVTZY1C6EtSQvXFD_!!0-mtopupload.jpg,1610,SAME_DOG_ID
79,O1CN01l66khY1NKOuhF79mV_!!0-mtopupload.jpg,1610,SAME_DOG_ID
80,O1CN01FqRhYh1iv8aO0oyOP_!!0-mtopupload.jpg,1611,SAME_DOG_ID
80,O1CN01W8psit1tylUpqyuqB_!!0-mtopupload.jpg,1611,SAME_DOG_ID
81,O1CN01I3s6BG1ZwCyCrN5vq_!!0-mtopupload.jpg,1620,SAME_DOG_ID
81,O1CN01M6doUa29WOoqL5DYG_!!0-mtopupload.jpg,1620,SAME_DOG_ID
82,O1CN01i8wSmF1DKj0dKOC2C_!!0-mtopupload.jpg,1633,SAME_DOG_ID
82,O1CN01PNOL8Y1U5vgVb5RY7_!!0-mtopupload.jpg,1633,SAME_DOG_ID
83,O1CN01iaKJAX1fW003XyDdO_!!0-mtopupload.jpg,4710,SAME_DOG_ID
83,O1CN01vHawVf24CBFynutuJ_!!0-mtopupload.jpg,4710,SAME_DOG_ID
84,O1CN01Ifjvy21v5SuISB7uU_!!0-mtopupload.jpg,5129,SAME_DOG_ID
84,O1CN01ilSkPn1HtlmEwbBVJ_!!0-mtopupload.jpg,5129,SAME_DOG_ID
85,O1CN01iXL1IF1g5itIgXOee_!!0-mtopupload.jpg,5610,SAME_DOG_ID
85,O1CN01YEMR1H1bgIRWQod02_!!0-mtopupload.jpg,5610,SAME_DOG_ID
86,O1CN01jdoFrE1WnYdoCpaBE_!!0-mtopupload.jpg,3698,SAME_DOG_ID
86,O1CN01NZ3J5s1Lt5eV9suJO_!!0-mtopupload.jpg,3698,SAME_DOG_ID
87,O1CN01LAjGpR1N9PRH4pQ5s_!!0-mtopupload.jpg,1628,SAME_DOG_ID
87,O1CN01qpzJx529RoutcZgrd_!!0-mtopupload.jpg,1628,SAME_DOG_ID
88,O1CN01LBpoaw29Lrhxy3V7x_!!0-mtopupload.jpg,2400,SAME_DOG_ID
88,O1CN01nNbgyq1qK3RVJYV5x_!!0-mtopupload.jpg,2400,SAME_DOG_ID
89,O1CN01ljmcT31MLUCynrIXb_!!0-mtopupload.jpg,4973,SAME_DOG_ID
89,O1CN01ub5RyA1crZoPQEGIK_!!0-mtopupload.jpg,4973,SAME_DOG_ID
90,O1CN01lK76ij1zrKlfNSmY8_!!0-mtopupload.jpg,1664,SAME_DOG_ID
90,O1CN01q2V3Er1dE1DpeQAcv_!!0-mtopupload.jpg,1664,SAME_DOG_ID
91,O1CN01mYz9hJ1Nbo2g0mEPr_!!0-mtopupload.jpg,1644,SAME_DOG_ID
91,O1CN01Si7a1E27T4oxpHfsM_!!0-mtopupload.jpg,1644,SAME_DOG_ID
92,O1CN01nUUGQm1o8UCy2HNYZ_!!0-mtopupload.jpg,4148,SAME_DOG_ID
92,O1CN01xrIM291Iap0Y6j4fS_!!0-mtopupload.jpg,4148,SAME_DOG_ID
93,O1CN01pPnoB81nYIv1UjiZV_!!0-mtopupload.jpg,1654,SAME_DOG_ID
93,O1CN01ZmFYd71nYIuxuGGPm_!!0-mtopupload.jpg,1654,SAME_DOG_ID
94,O1CN01SEpLS425MXpmdp836_!!0-mtopupload.jpg,5538,SAME_DOG_ID
94,O1CN01yaSPyQ1eNT0RGF37a_!!0-mtopupload.jpg,5538,SAME_DOG_ID
95,O1CN01SwC55M20W60zjWUtb_!!0-mtopupload.jpg,4476,SAME_DOG_ID
95,O1CN01tAMELc20W60yJuVUx_!!0-mtopupload.jpg,4476,SAME_DOG_ID
96,OT8YpytCTBOPo0S-UdLKtwAAACMAARED.jpg,1671,SAME_DOG_ID
96,qCmcffAoRcO3xwuhUC01nAAAACMAARAD.jpg,1671,SAME_DOG_ID
97,QiREoZZIR4-HVb2IYPQWXwAAACMAARED.jpg,5859,SAME_DOG_ID
97,rPNyWMgLSMewMHD2BSt6gAAAACMAARAD.jpg,5859,SAME_DOG_ID
97,W2GbcBOXQ8S9PGJqLQppPQAAACMAARED.jpg,5859,SAME_DOG_ID
98,QJOeWqbBQzC7cKbmrX4GAwAAACMAARED.jpg,1682,SAME_DOG_ID
98,ZXZ97omgTu-QzY6LWjEZdQAAACMAARED.jpg,1682,SAME_DOG_ID
99,WicRfmk8SM2QBNoa9fYNmwAAACMAARED.jpg,3053,SAME_DOG_ID
99,Yv0KlGumR4yGIznJMAx7UgAAACMAARAD.jpg,3053,SAME_DOG_ID
