dog ID,nose print image,width,height,laplacian_variance
10,BFrYDvJtTs2QjfYVjHjaJAAAACMAARAD.jpg,178,178,1809.6093250986603
11,pQLLS2bSSeCwQZOwh-RTfAAAACMAARAD.jpg,151,151,598.4537467811116
11,aKeb2TpgRXCFb3aPc7y1cwAAACMAARAD.jpg,183,183,142.8203406048247
12,-Yj1zKInQ-m82GtqixWWDwAAACMAARAD.jpg,548,322,1886.7702939993774
12,9Jk3jsLBRT-kgaJa0QWJNAAAACMAARAD.jpg,219,219,17196.590626034522
13,-cw63sDVSW-EsXazEFxPjAAAACMAARAD.jpg,228,228,24.737850316951825
13,Cj5Y0AZMSrOgo-jlMzzcPgAAACMAARAD.jpg,168,168,115.1170678594065
14,-hBG_IPDTwSmrMs1wOIb9QAAACMAARAD.jpg,341,341,115.90737783618034
14,BnhIj1knTS6mWBEEEUtseQAAACMAARAD.jpg,177,177,270.5927897996932
15,-tvD7MC7TnOavsCMNRMa1wAAACMAARAD.jpg,145,145,744.9951311255357
15,3_yX8wYSSMOThYbeUUxO_AAAACMAARAD.jpg,231,231,374.08359501915646
16,xWeAM_byQl2YIleXvUvoIgAAACMAARAD.jpg,399,399,19.52079836147923
16,0BIGWyjLRf-C897Kili9dgAAACMAARAD.jpg,274,274,111.492706201499
17,MWSUcvwnTUKsblBW4G47AwAAACMAARAD.jpg,255,255,62.86687521367066
17,y9fE5oRMTkGfsPxYpIl-8gAAACMAARAD.jpg,194,194,68.34172233012374
18,r5q809uJQU6HYDf4JvEHqQAAACMAARAD.jpg,179,179,394.4374392150044
18,0H3KfrmYR4ComBTewWhrbAAAACMAARAD.jpg,317,317,112.05244259995969
19,0_8uT774TpSSHKSU0SHhyQAAACMAARAD.jpg,156,156,149.35616452262022
19,0HFSLHuCQp6ZBreVp4Fa_wAAACMAARAD.jpg,262,262,61.57974095942118
20,2Ms3dlCkTvOiO2ZioSbdvgAAACMAARAD.jpg,205,205,696.6087524678838
20,0JzDsyJjS5mf_hnGozDvfQAAACMAARAD.jpg,295,295,201.27866891096173
21,0Mvkkz39TH2tkudI1XlPMQAAACMAARAD.jpg,196,196,36.43001047434248
21,DjO8wTNMR_ieqYCe-ePJoAAAACMAARAD.jpg,285,285,21.189223400187252
22,0Ny63zPCS9ysyd3gLgUvjAAAACMAARAD.jpg,307,307,82.65578405157433
22,ZRKfyt9VShO381lRRdDkIAAAACMAARAD.jpg,236,236,205.70096381205394
23,0O2iPDQeTK--bGSHHxHfBwAAACMAARAD.jpg,183,183,1061.3579047997603
23,kd_uZtDlRaifqsuyJyohOAAAACMAARAD.jpg,242,242,717.1493913596586
24,aAo2mqHzQMC2yv7xSV4f4QAAACMAARAD.jpg,303,303,41.52863095158042
24,0V1yIHp_RXywGzQoL3mLMAAAACMAARAD.jpg,172,172,250.32292281412217
25,p0G8Z8h1SIOFChHiqu5LiwAAACMAARAD.jpg,134,134,287.58117308647496
25,XKYWXD9QTm6gAkEEoKzFWwAAACMAARAD.jpg,185,185,107.60725157422443
26,0aDUq2lvTm--83ctWLYX6AAAACMAARAD.jpg,199,199,702.3070012276781
26,kE3l861gSMWXBi25FmbHSAAAACMAARAD.jpg,212,212,1937.9269318700078
27,U6vyZMADQ8e3KzJ1339Q5wAAACMAARAD.jpg,329,329,56.71693125945416
27,cvremTAXQcSBaCd8ATRaVAAAACMAARAD.jpg,410,410,25.90151866644065
28,0e__s4eGS6SpKGXgxChF-QAAACMAARAD.jpg,209,209,161.50468763049867
28,bRTtheSZSmmYF1ioTxt0agAAACMAARAD.jpg,220,220,128.3872408288368
29,0exEUosxQFWZh7qo5ZflXQAAACMAARAD.jpg,498,498,640.3459566168142
29,YCnN_3VFTO2VYWpj0ptDGAAAACMAARAD.jpg,159,159,1440.3098625630892
30,5xyaF3KWROmlAB-9CGFaaQAAACMAARAD.jpg,192,192,120.19046620895831
30,HidaYynLQNu5b-d8L-sbZgAAACMAARAD.jpg,180,180,137.45182757106386
31,RKJAj1YoRjC2dsRPBILjswAAACMAARAD.jpg,218,218,774.6739747020366
31,0p4VZIC7SIWzl8HefrOwEQAAACMAARAD.jpg,265,265,152.39453122596706
32,Z0Fb1S4jSIK3hwO5vYm8eAAAACMAARAD.jpg,327,327,230.02504111279902
32,12IrQN56T9KopgJSKGAR8QAAACMAARAD.jpg,236,236,308.9969622704461
33,chNJGYMLS8O7edkLMidvpQAAACMAARAD.jpg,254,254,219.75500177803005
33,14Sk1sFPS9WFfhgKnPJImAAAACMAARAD.jpg,187,187,330.98236703216736
34,Lo3UGSr8RD6LqcVOA3XY6gAAACMAARAD.jpg,239,239,1245.3642616248055
34,194nygddRhu_YkApbn3okAAAACMAARAD.jpg,206,206,1300.3928845407038
35,QVFc13xcSWGlCOzzDsvE5wAAACMAARAD.jpg,330,330,41.883978259850366
35,Dzn0BHWiThaVsOIXPZvCWAAAACMAARAD.jpg,248,248,87.9909302064865
36,Yh4KHqgtR2eecVl-P4N5LwAAACMAARAD.jpg,191,191,143.84641025368194
36,1Cxhvj2kRTaTE7bL8MnjgQAAACMAARAD.jpg,477,477,37.67408139453875
37,Rk_wd_64R8aBVjwjgJ4YpwAAACMAARAD.jpg,392,392,69.96323214802149
37,X7ytu22nRqmm4gf4B5h4iAAAACMAARAD.jpg,277,277,69.48308463228626
38,q6MLjJ9iQvqIZJhmpHccBQAAACMAARAD.jpg,324,324,91.43057222603262
38,1E6zXUBURMC1mYhRyNeVcwAAACMAARAD.jpg,214,214,207.35000664596166
39,1Fww4v8WRKub50mxQN6STQAAACMAARAD.jpg,316,316,134.57283679643936
39,cvPmlgBJTHymCPZD9SWipQAAACMAARAD.jpg,335,335,144.34121745981278
40,1INpPwenQf-cISW2D6KG4AAAACMAARAD.jpg,329,329,34.90766519790428
40,9cN_Vmy-SdmC6I9HkOHGaQAAACMAARAD.jpg,219,219,48.26926448206144
41,1Kb5iBYBRye4d0-Oz4znSQAAACMAARAD.jpg,146,146,156.40667808219177
41,WCW0-NaOSaSzjrpM2C2qagAAACMAARAD.jpg,213,213,95.39800158521538
42,1MZpvttoRh-drL4qedF50gAAACMAARAD.jpg,211,211,130.34637164027492
42,hE-Z3_geTWGpLPjokd6nigAAACMAARAD.jpg,157,157,172.0151709357569
43,on_ZpPM-S9WHmlUxYg2zfAAAACMAARED.jpg,246,246,648.148161752044
43,1OWb1h0MTvaTz2XnfN7jZQAAACMAARAD.jpg,246,246,648.148161752044
44,1PLAbwAaTceWI_L_43eI0AAAACMAARAD.jpg,158,158,203.5877265056265
44,NxPlQIBFTHmptNX-I0AXUQAAACMAARAD.jpg,256,256,256.49606038979255
45,1Xy4-13hSkOJ4A0ByMDxugAAACMAARAD.jpg,300,300,304.2414703032099
45,T7QboMPLQXSd73r7eNNf-QAAACMAARAD.jpg,194,194,239.5898268110864
46,1_JpMmcORJaT6rJy4uyj3AAAACMAARAD.jpg,174,174,204.04899572172243
46,bI1IQ9OSSreYcDKtspUqCQAAACMAARAD.jpg,187,187,504.40030266783543
47,dFbCm0MjTAWJCZ7E8aABZgAAACMAARAD.jpg,211,211,80.31173571946212
47,9bjBn2ezRO2d0EfshswHVQAAACMAARAD.jpg,152,152,256.81218080619203
48,1gTbWOPKRxWWXV1Twp18pgAAACMAARAD.jpg,191,191,213.12410743870498
48,PpgUGHaeQpajhCRFvoc6QgAAACMAARAD.jpg,192,192,140.78490456754778
49,6RWnbX2cQ6K6fNqRw__MlwAAACMAARAD.jpg,284,284,370.5992730406085
49,1jTIRxj1SO-w03azEEkYjQAAACMAARAD.jpg,213,213,665.5795477066016
50,1nB5kcEdTOG6RcPXk-WWgwAAACMAARAD.jpg,282,282,651.9184411601616
50,26Tl-eY4SwOHp7DPB8T-HgAAACMAARAD.jpg,156,156,2907.375275967095
51,wsBor-5SSH-1_67f6HOEcAAAACMAARAD.jpg,283,283,239.04692373551924
51,1oEY9xsZRbK1y_egWyUWfgAAACMAARAD.jpg,243,243,742.8123302746185
52,81QKOyOpRhylU0vjkjQEBQAAACMAARAD.jpg,186,186,67.35877556411485
52,1pRUK2iNST67MzgulFB1PQAAACMAARAD.jpg,211,211,260.8573310663573
53,1slKLwaqQp6OKwaa5HhGOAAAACMAARAD.jpg,289,289,53.475480215167075
53,FAS-i0c-Ry6CnQfZRFGJygAAACMAARAD.jpg,151,151,820.1597184608312
54,YOBroeTpR4u94j0Q2MDmOgAAACMAARAD.jpg,461,461,71.93532186797734
54,1xB4LZXbT8SCNlWnwZg0MgAAACMAARED.jpg,461,461,71.93532186797734
55,O1CN01HaM3oo1vSMlMsjdIo_!!0-mtopupload.jpg,181,181,458.8286909638264
55,1y81tC3tQMKcui6uNqa_MQAAACMAARAD.jpg,180,180,389.289520057918
56,gJA2I1mQSFOVPDlsXYN6VQAAACMAARAD.jpg,153,153,99.85363010237572
56,26CHml4kShuqPfrGb7dUxAAAACMAARAD.jpg,245,245,220.87040346377958
57,AdmM6jNdSXy9L7GsHCmKCwAAACMAARAD.jpg,308,308,181.18268705401618
57,29cI8st5TyidxBakfetUeAAAACMAARAD.jpg,219,219,461.2509146996503
58,yuEJFg1XQ7CVeptFZ56LQwAAACMAARAD.jpg,201,201,183.02221990099608
58,2O7tVC6uS4GzCDEyF6t6kwAAACMAARAD.jpg,163,163,487.6878227844117
59,2RmlvX0TSv-QwI77cgDNdwAAACMAARAD.jpg,323,323,13.492696079784745
59,V-iR_1iIReymXFdIZuNSmAAAACMAARAD.jpg,299,299,79.90948773274526
60,wtnqwGsnRDSPKz95VZc5XQAAACMAARAD.jpg,285,285,133.6956097816209
60,2TTLGgKSTV-DprvrzanF9QAAACMAARAD.jpg,209,209,332.71694983168555
61,8FUNnya8RdGpxExJaWm5TgAAACMAARAD.jpg,268,268,138.58454917036624
61,W4tNaYTIRLmlrWM251lH2QAAACMAARAD.jpg,201,201,303.43387385645923
62,2de_YM5xQRC37gWNMrZQKgAAACMAARAD.jpg,161,161,80.82481300021739
63,2fbw6YsuQL-0GD4brd4TDAAAACMAARAD.jpg,217,217,997.6646409462303
63,lMGZ8QDKRwuvo00qlLpysgAAACMAARAD.jpg,259,259,678.9280603590686
64,2tGoIs2xTPSgXzzRCi-LpwAAACMAARAD.jpg,268,268,70.41457074444519
64,R4EK3Ty6QRebnlwzwXmG3gAAACMAARAD.jpg,223,223,104.48253257645882
65,KyU_NncnTYW9p18jCzDUKAAAACMAARAD.jpg,157,157,53.280807531864795
65,31b_Ux2HRZCuWOaS96efxwAAACMAARAD.jpg,133,133,73.73406199981238
66,3K-HhmgPQdS4uYPkY8WsOgAAACMAARAD.jpg,277,277,274.87452060707506
67,SOAXBQXMSK-BIhjtvfHKIAAAACMAARAD.jpg,287,287,68.52987744849547
67,3NUALQdsSVmMyu7c7u8l0wAAACMAARAD.jpg,244,244,387.3810707870575
68,3V35QfPWSoqzef15kCx-cwAAACMAARAD.jpg,143,143,354.98025126415183
68,P34F0ulcRLaUrOaH-GwJ0AAAACMAARAD.jpg,139,139,202.02207499335637
69,NKncZu8VRpWkCw3WaZobNwAAACMAARAD.jpg,223,223,489.63497884650354
69,4tfSMnLASTaEY3XqHy050gAAACMAARAD.jpg,274,274,65.22109997550325
70,Q1Xej0F4R0uuyDUCymeEXwAAACMAARAD.jpg,288,288,584.2886453793373
70,3bB4QurLSeu7J6SbDp1JowAAACMAARAD.jpg,220,220,316.48401938221434
71,Q-sE2K2bSY6l-K5cdnLP-gAAACMAARED.jpg,1388,1388,149.27473859817056
71,c9vEZwXtRyO1Dr4tu5XrvQAAACMAARAD.jpg,1388,1388,149.27473859817056
72,MStjIU5rRQWb4MVuPu0QaQAAACMAARAD.jpg,369,369,284.46084163827317
72,3gB2zqGmT7CWJIjmzYCmiAAAACMAARAD.jpg,403,403,149.51440323441932
73,uoNkLPGnRNOqH_yV42o3QQAAACMAARAD.jpg,171,171,449.5342573829934
73,lLTl5XePR4SzC-RVord1CwAAACMAARAD.jpg,208,208,1527.7154970506647
74,3pG665G9SOCFGIDOP7VbZQAAACMAARAD.jpg,332,332,188.8025084868679
74,3qNCVcwwRiCeOIi8rJoYYwAAACMAARAD.jpg,232,232,448.4257726615283
75,Em6Xu5WRQiCBPAow6O_RnwAAACMAARAD.jpg,270,270,1340.8855704351001
75,3qqQP4gyQVaY8lxdzMP3LwAAACMAARAD.jpg,149,149,165.81351751483
76,_1ZT1j2QQ5aPmkwcF9EoEQAAACMAARAD.jpg,312,312,1506.517163541168
76,3zqb_KCtQAiqxLWHdfbJyAAAACMAARAD.jpg,203,203,148.56220675483777
77,OuN9OzXCRwiYPj0wLisEZAAAACMAARAD.jpg,239,239,31.60423611125284
77,47ymwyd1QsqbViNjyNjN1wAAACMAARAD.jpg,306,306,30.905561887592103
78,YLRFU4XmSUWPc1ZuI2MFfgAAACMAARAD.jpg,311,311,27.23644653960758
78,4AwrU-mNQX-oaQn9fjtY3AAAACMAARAD.jpg,244,244,90.41218444224515
79,5dO2KH9RS-eNA_vrdB6VCAAAACMAARAD.jpg,412,412,18.59711629247348
79,4EvdwbH3Sm2P6OuejmZ8nwAAACMAARAD.jpg,215,215,128.9360388678955
80,4Jr3oK0pTGecuoM12qlLngAAACMAARAD.jpg,205,205,117.97117768756806
81,4Ke-2XvdThmYKxN8eRLK4QAAACMAARAD.jpg,415,415,23.612934854429426
81,qGLKtLD7TMeM-UqPEGqLwAAAACMAARAD.jpg,293,293,18.09094476932358
82,Dnf0Jn0CRdWiIIaixMDIsgAAACMAARAD.jpg,338,338,139.8015407417609
82,4Sur526FQg2TfGd-CTbX5wAAACMAARAD.jpg,357,357,44.646450934685845
83,4TKEDc2OT8GQpE_7fCwL0QAAACMAARAD.jpg,150,150,2322.1738042469137
84,cfVYgviqQsCzfjXKlhxUPgAAACMAARAD.jpg,214,214,26.270148182706173
84,4W3Wk2rOQrWE8ZHS3mnxhAAAACMAARAD.jpg,218,218,28.681863624236364
85,4XLT9us-QKC9CLt1PyczfwAAACMAARAD.jpg,253,253,14.724814259585694
85,QBVPgfagSrmRib_t9X9NfAAAACMAARAD.jpg,188,188,35.78076139144009
86,4XryRPFfR2GrA0zsgnlshQAAACMAARAD.jpg,198,198,66.34481124380268
86,mWVr7Q4PSYyuR3vZB4QPzgAAACMAARAD.jpg,222,222,32.97660483473556
87,ZspH4PJHTMyC9mHZMCggDQAAACMAARAD.jpg,288,288,151.4007671757672
87,4_SXKLB7Toqtwvygy8UB-wAAACMAARAD.jpg,287,287,121.81955707810089
88,4izpQY_ORsWeQ-ha7MGRFgAAACMAARAD.jpg,481,481,1141.39271526173
88,J3HIb9m0Tr29yxmuQ2xGoAAAACMAARAD.jpg,481,481,1141.39271526173
89,4mw6SVoISymW8c1gMoCXHgAAACMAARAD.jpg,264,264,338.0176466023608
89,IYyXaJ7DRaeEifuqKLBw2AAAACMAARAD.jpg,160,160,639.9985314880371
90,4oOeoXTiSS-xAMxYrQjtywAAACMAARAD.jpg,149,149,35.56178271505087
90,G7PidNTjRp2iTxVjoAJZnAAAACMAARAD.jpg,299,299,79.804589906801
91,Lgvj6lJ9TMih61uTWQfJFQAAACMAARAD.jpg,178,178,349.97170628137906
91,4qj8yk7XTWq2gJ_KWt96OAAAACMAARAD.jpg,338,338,693.4073108473593
92,4rPGYMJvQ3GQauzM9Luh6AAAACMAARAD.jpg,232,232,403.79935488885815
92,zr27bALRTeKqO58Vjh6G4QAAACMAARAD.jpg,169,169,623.6386962064655
93,wjXYmNU2Tr26fAWzSKyOLgAAACMAARAD.jpg,311,311,28.307863293039905
93,5249-aaOSPOBubU1PG33kAAAACMAARAD.jpg,247,247,124.80948179882205
94,673NfuzZTmiVu038Ac2gZwAAACMAARAD.jpg,556,556,24.653633981729236
94,588egRH4RkKOqPcnfgHmpQAAACMAARAD.jpg,607,607,18.30706732873933
95,lgHanubVQAKWsiCtVVolIAAAACMAARAD.jpg,179,179,193.62692310635853
95,5MLvZOmWQQ20wEB_mybxoQAAACMAARAD.jpg,176,176,124.71165142498351
96,PUcVMuFfRI663YVRjPHnJAAAACMAARAD.jpg,195,195,393.53942877229207
96,5cm0SI-BT3WYpFEhiHAzRwAAACMAARAD.jpg,194,194,43.328748016150726
97,bOapbbGVSLeCKkXGt3S4yQAAACMAARAD.jpg,297,297,109.57707900535625
97,5hf0-w5vSOKIy7eIDvTvRwAAACMAARED.jpg,297,297,109.57707900535625
98,5k-EFqClRSK9zhxI9tfGVwAAACMAARAD.jpg,192,192,298.4895072446929
98,BBbW-C1LRW65XyRXxv2UTgAAACMAARAD.jpg,255,255,98.63543138623672
99,7PcrW92GR_69VQoRRS27_gAAACMAARAD.jpg,171,171,294.6293042386828
99,5o3iuoWfSz-WdQ7lp72YJwAAACMAARAD.jpg,256,256,408.4070982253179
100,LTeNv9IfQseoaoYM_1zBvAAAACMAARAD.jpg,187,187,1147.017454292278
100,6-CEG_PITNiy5JJQFrPeGgAAACMAARAD.jpg,217,217,931.6448452250016
101,621wi4EwS42dYynnR_l34wAAACMAARAD.jpg,268,268,433.5866556009465
101,9AYQMl-wRh6scZ-7eWYOYAAAACMAARAD.jpg,142,142,869.0585731493915
102,6H1QjZy-TG2uuqDZRNXLEgAAACMAARAD.jpg,236,236,121.87417863426234
102,J-uirbPTSd6Whut6AjOGHAAAACMAARAD.jpg,237,237,141.70901139833475
103,VLGLNWLySveBFjBPNYJQWgAAACMAARAD.jpg,291,291,19.645830066601857
103,6J14ivvYSRqWNkrZHC2xJgAAACMAARAD.jpg,211,211,44.631497182313346
104,6Kd5QDnARGmypFb30qCpogAAACMAARAD.jpg,215,215,74.66963427517425
104,FjzZQoP8T7m1GmjO-7SkLQAAACMAARAD.jpg,287,287,14.92558422111863
105,6LQuaL7aS6eSyWnGj2BOGQAAACMAARAD.jpg,171,171,324.667721253742
105,gz78UdEIQWO5X35p2Y4C1AAAACMAARAD.jpg,278,278,43.434813461148366
106,KS3E64lsTLGLY4H8AipyxwAAACMAARAD.jpg,156,156,42.87843410935269
106,6OR6TfihQsK5cRm1KR_3lQAAACMAARAD.jpg,159,159,92.85960326244707
107,br9YoFyoQiaHGx-Vo7q_OgAAACMAARAD.jpg,189,189,491.68217553387245
107,6awDKm3ZSdWj9ZmfR6BsMgAAACMAARAD.jpg,309,309,144.63549159327647
108,ylvevxq1TxSeoCNmPRdk1wAAACMAARAD.jpg,205,205,829.6604840882155
108,6ekJxaktSuSvUiMbeWBbrAAAACMAARAD.jpg,191,191,415.86413187461704
109,vEVzuVj1QVKjWZ73RiuHngAAACMAARAD.jpg,221,221,26.90251929909542
109,6rEULL0tS9KKsUmJy-Fp6QAAACMAARAD.jpg,332,332,71.78406720815092
110,LDfT0mNhSGi7xnzpKXvDuQAAACMAARAD.jpg,338,338,159.47432753202327
110,6rtjaCu-QMSM8SfgzE_CbAAAACMAARAD.jpg,446,446,1571.569364331681
111,JmJmVhI3QKSzut9bU7jmBQAAACMAARAD.jpg,321,321,65.78910883846342
111,6tXLIt0ARzSHnUrSSjNbkwAAACMAARAD.jpg,255,255,93.1278707018461
112,zCy7-GLQSeqoZ3bEA-Q8zAAAACMAARAD.jpg,166,166,168.96112350350532
112,6w5JvhZrR1SYbUt7RnMZVwAAACMAARAD.jpg,282,282,125.71569858248755
113,6xedCjWaRHiWGPtjcs2AdgAAACMAARAD.jpg,167,167,2353.6555473781937
114,70ioJ8o2SxOX-FFrW5vuqQAAACMAARAD.jpg,109,109,13.178249481445144
114,kh9msp5cRq2RQPAwJXRqwwAAACMAARAD.jpg,219,219,13.685179015223834
115,yJLvDvAuR5qo6WdqdDXJsAAAACMAARAD.jpg,439,439,30.72012479067823
115,71YSaELuSuyRTAz7UL9K8gAAACMAARAD.jpg,280,280,406.9328028319906
116,75595eQcSGmjkaicsOP74gAAACMAARAD.jpg,1138,1138,116.34523841034535
116,RYR1C9XvRIGuAIjASCYziwAAACMAARAD.jpg,365,365,512.3391234354832
117,9dNV6nFySi2v1hfNLGT7OAAAACMAARAD.jpg,224,224,36.55400630366251
117,76z1U1-FQTq8dVUd9rWdiwAAACMAARAD.jpg,264,264,41.55778857740103
118,79TX8q5RR_OzcEWDiZfrvAAAACMAARED.jpg,365,365,544.5381198451552
118,dPN9I7M_RRK5o__siqgkgwAAACMAARAD.jpg,365,365,544.5381198451552
119,79rNIVn4T6-caEkiNSPDawAAACMAARAD.jpg,254,254,215.0796027526087
119,xVVi-4MTR5Kq4Zuy4G9jzgAAACMAARAD.jpg,253,253,232.31290891689014
120,7UWUNnUWR2a90eSuNWGQZQAAACMAARAD.jpg,224,224,580.9206719325017
120,W17BigdxQQG214W8iFsbxAAAACMAARAD.jpg,165,165,593.9108560708513
121,7ZkUDcBWTLCETyBUTSsBMgAAACMAARAD.jpg,822,822,1256.4792240158813
121,W3htim7hTsKH-rNj4l8aqwAAACMAARAD.jpg,579,579,592.1212739400775
122,7blOhGwvSuaVCz6K_Ou4OQAAACMAARAD.jpg,129,129,234.91067105429977
122,ftuEBPM4TqeUFbo1F5_VjQAAACMAARAD.jpg,221,221,327.05154828453874
123,oYEHKIh7QNCZ0NdOYlyJMAAAACMAARAD.jpg,296,296,322.9552583045827
123,7cJ9a1ewQ02fhYLqSKuSvwAAACMAARAD.jpg,229,229,124.25108762041633
124,ULiY9tovSoauekIG4tHfkAAAACMAARAD.jpg,703,703,114.40455917400503
124,7uI0C9G-RMGbfitynex8QAAAACMAARAD.jpg,182,182,859.0002392737415
125,_7VVMA26Rb-o5JZdBOQGeQAAACMAARAD.jpg,177,177,3844.2214040756157
125,7vXkRRmwS_emXKpX_tTrrAAAACMAARED.jpg,177,177,3844.2214040756157
126,F70tpw3dRVO8KjDgI5VDcQAAACMAARAD.jpg,141,141,149.87743021382133
126,8-PkP37ZSJmYN3tWwfIMkAAAACMAARAD.jpg,168,168,83.40653696042087
127,ZSyVCWODQxKAVuVP06UprgAAACMAARAD.jpg,160,160,93.2311900619507
127,82X8GSEDTT6OLao8aea5sAAAACMAARAD.jpg,272,272,332.47191152313326
128,ViboYpfoTWa0henKg6oobAAAACMAARAD.jpg,218,218,119.71694216106995
128,8Gceror8TkyabUUoen-gAQAAACMAARAD.jpg,359,359,181.9097276610177
129,DZaYo6XVR66T0yynhsYoFQAAACMAARAD.jpg,179,179,338.667164569011
129,8Py0vt62Q8C9zZxD726dOwAAACMAARAD.jpg,444,444,167.3128551288672
130,G91VGsjiRVaRqWf6gB_H8AAAACMAARAD.jpg,284,284,165.79834102163855
130,8Yz2MTtiSaWvbd8vwBTvkQAAACMAARAD.jpg,375,375,542.6005588415021
131,dzmOx_EpRVub9gHydlNVdwAAACMAARAD.jpg,192,192,84.50331970203071
131,8aRTtqmRQEqB_F_eofY65wAAACMAARAD.jpg,247,247,58.65285853545996
132,hZJNrwsRTxmvvl_S-a5jywAAACMAARAD.jpg,264,264,253.33094839567198
132,8nwEFnh1QF2CbWuOTHNHsAAAACMAARAD.jpg,343,343,47.29333453052738
133,SNqcO_uSToSxo2YQewjytgAAACMAARAD.jpg,183,183,109.78771442300406
133,8xBsYu54SSOuElB4WEk6PgAAACMAARAD.jpg,239,239,203.44375838926194
134,92rVAv1mR4-vlS1G-U175QAAACMAARAD.jpg,197,197,148.21968673676028
134,ue-sGy7OS_CTzRlHfpNKOAAAACMAARAD.jpg,215,215,96.2413040248906
135,94FFvmA_RqCiHMvan2sQxwAAACMAARAD.jpg,201,201,91.05465166594618
135,m2cvZeDEQFO3uG9GwNa9fAAAACMAARAD.jpg,157,157,289.0127370611266
136,9BN3zUEnRsGR2eTJDCMK3AAAACMAARAD.jpg,192,192,64.39896196126938
136,DLWO8JJrRiqesOKutnp8gQAAACMAARAD.jpg,183,183,421.57688692614056
137,9P_J45qIS2aLPMhSvxdi0QAAACMAARAD.jpg,394,394,185.1919509416943
137,PVH3f0jwQCSITn9t3UdydwAAACMAARAD.jpg,284,284,1829.9650254110438
138,9R4nQX-4SQqSSylyda56eQAAACMAARAD.jpg,262,262,211.92000780430598
138,IPC4Hu3sRymuoCu2dX_NbgAAACMAARAD.jpg,190,190,607.315665398516
139,9SCfr0lYTbmnLACb9HuP5gAAACMAARAD.jpg,198,198,53.36279059901051
139,NmQEygcyR_y8s_Soo6o_0wAAACMAARAD.jpg,150,150,112.46341543506173
140,9Uiv3OtxQbmSM5egLplCPwAAACMAARAD.jpg,181,181,193.20473561980114
140,CoKUiVwKQCyRq3CzkH2c4wAAACMAARAD.jpg,347,347,30.81637450959678
141,liA36NMaSiaCbIQ2suzNEQAAACMAARAD.jpg,131,131,726.9718497547577
141,9o9J2AVcQYmm26rquX6GiwAAACMAARAD.jpg,218,218,33.08525159723142
142,srg93w4WSJ2LKlCcJWhI-wAAACMAARAD.jpg,234,234,59.87667866893654
142,9ujomu1XTzSE8yhDFk98cgAAACMAARAD.jpg,347,347,50.55788069638901
203,jfZa22ynRtutL9wWpHmiugAAACMAARAD.jpg,259,259,127.79338717424757
268,F5Zh80AsSzC9yvUZ1MQVEgAAACMAARAD.jpg,193,193,104.92824376504284
281,z4-nBJvzQEKVGCW6TA7avQAAACMAARAD.jpg,220,220,23.88239959702206
297,O_4vmXNnTeScsXkScRsTJQAAACMAARAD.jpg,180,180,51.35219996570644
378,O1CN01rek9XL2HxREAZK0gy_!!1065539217-0-antinsbiocamera.jpg,222,204,358.3866754269271
387,O1CN01COwpky1gFni1Rcudp_!!6000000004113-0-antinsbiocamera.jpg,323,253,176.03761077920345
448,gyjQCsf8TeKQ75hQD_UzVwAAACMAARAD.jpg,238,238,779.0314923840241
452,UuilqR07TCGzQs2pHRMKvwAAACMAARAD.jpg,266,266,2855.141343100924
493,hUrTycxVRWOxMeNDfnbpBAAAACMAARAD.jpg,224,224,507.0293725457404
